city_id,city_name,region_no,dep_no,total_se_co,public_edu_health_social,other,technology,manufacturing,consumer,finance_re,construction_industry,eu_election_circle_fr,people_no,avg_pay_gap,executive_pay_gap,manager_pay_gap,worker_pay_gap,employee_pay_gap,executive_pay_gap_label,manager_pay_gap_label,worker_pay_gap_label,employee_pay_gap_label,technology_pct,consumer_pct,finance_re_pct,construction_industry_pct,public_edu_health_social_pct,manufacturing_pct,technology_pct_label,consumer_pct_label,public_edu_health_social_pct_label,finance_re_pct_label,construction_industry_pct_label,manufacturing_pct_label
42059,Chazelles-sur-Lyon,82,42,326,50,21,38,25,119,22,46,Sud-Est,4961,19.083969465648856,26.271186440677972,15.068493150684928,17.543859649122805,10.909090909090903,high pay gap,medium pay gap,high pay gap,medium pay gap,12.666666666666668,39.666666666666664,7.333333333333333,15.333333333333332,16.666666666666664,8.333333333333332,low proportion,high proportion,medium proportion,low proportion,medium proportion,high proportion
42069,Commelle-Vernay,82,42,136,23,10,12,7,33,13,33,Sud-Est,2775,20.13888888888889,13.02521008403362,18.42105263157894,15.789473684210531,12.711864406779661,medium pay gap,high pay gap,medium pay gap,medium pay gap,9.917355371900827,27.27272727272727,10.743801652892563,27.27272727272727,19.00826446280992,5.785123966942149,low proportion,low proportion,high proportion,high proportion,high proportion,medium proportion
42071,Le Coteau,82,42,604,49,52,71,51,192,112,62,Sud-Est,6380,12.90322580645161,16.867469879518072,10.79136690647482,13.461538461538463,12.280701754385968,medium pay gap,medium pay gap,medium pay gap,medium pay gap,13.221601489757914,35.754189944134076,20.85661080074488,11.54562383612663,9.124767225325884,9.497206703910614,low proportion,medium proportion,low proportion,high proportion,low proportion,high proportion
42094,Feurs,82,42,735,97,52,98,43,279,75,76,Sud-Est,7608,18.6046511627907,27.237354085603116,16.438356164383563,15.74074074074075,4.854368932038835,high pay gap,medium pay gap,medium pay gap,low pay gap,14.67065868263473,41.76646706586826,11.22754491017964,11.377245508982035,14.520958083832337,6.437125748502994,medium proportion,high proportion,medium proportion,high proportion,low proportion,medium proportion
42095,Firminy,82,42,1157,186,97,105,64,452,112,127,Sud-Est,16400,13.821138211382122,20.454545454545457,9.352517985611515,15.596330275229366,7.476635514018683,high pay gap,medium pay gap,medium pay gap,low pay gap,10.038240917782026,43.21223709369025,10.707456978967496,12.1414913957935,17.78202676864245,6.118546845124283,low proportion,high proportion,high proportion,high proportion,low proportion,medium proportion
42097,La Fouillouse,82,42,362,35,27,49,17,120,52,46,Sud-Est,4148,29.120879120879117,29.865771812080546,31.500000000000007,21.008403361344538,7.758620689655175,high pay gap,high pay gap,high pay gap,low pay gap,15.360501567398119,37.61755485893417,16.30094043887147,14.420062695924765,10.9717868338558,5.329153605015674,medium proportion,high proportion,low proportion,high proportion,medium proportion,medium proportion
42099,Fraisses,82,42,177,29,7,25,20,35,18,35,Sud-Est,3697,16.788321167883204,7.042253521126761,14.09395973154362,19.491525423728817,9.00900900900901,low pay gap,medium pay gap,high pay gap,medium pay gap,15.432098765432098,21.604938271604937,11.11111111111111,21.604938271604937,17.901234567901234,12.345679012345679,medium proportion,low proportion,high proportion,high proportion,high proportion,high proportion
42103,La Grand-Croix,82,42,255,31,19,26,25,89,20,32,Sud-Est,4848,18.045112781954888,17.90393013100436,20.779220779220786,21.238938053097346,6.66666666666666,high pay gap,high pay gap,high pay gap,low pay gap,11.659192825112108,39.91031390134529,8.968609865470851,14.349775784753364,13.901345291479823,11.210762331838566,low proportion,high proportion,medium proportion,medium proportion,medium proportion,high proportion
42110,L'Horme,82,42,270,27,27,38,33,81,22,29,Sud-Est,4703,19.847328244274806,17.72151898734177,19.863013698630137,19.62616822429906,12.280701754385968,high pay gap,high pay gap,high pay gap,medium pay gap,16.52173913043478,35.21739130434783,9.565217391304348,12.608695652173912,11.73913043478261,14.347826086956522,medium proportion,medium proportion,low proportion,medium proportion,low proportion,high proportion
42123,Lorette,82,42,224,22,12,24,25,70,15,45,Sud-Est,4606,13.076923076923071,11.764705882352947,11.888111888111895,13.392857142857142,12.389380530973455,medium pay gap,medium pay gap,medium pay gap,medium pay gap,11.940298507462686,34.82587064676617,7.462686567164178,22.388059701492537,10.945273631840797,12.437810945273633,low proportion,medium proportion,low proportion,low proportion,high proportion,high proportion
42127,Mably,82,42,317,17,29,32,25,136,20,52,Sud-Est,7297,14.285714285714276,17.727272727272723,14.96598639455782,18.51851851851852,2.8846153846153912,high pay gap,medium pay gap,high pay gap,low pay gap,11.347517730496454,48.226950354609926,7.092198581560284,18.439716312056735,6.028368794326241,8.865248226950355,low proportion,high proportion,low proportion,low proportion,medium proportion,high proportion
42147,Montbrison,82,42,1270,205,98,179,56,453,128,128,Sud-Est,15069,21.73913043478261,28.136882129277573,17.948717948717942,20.720720720720713,11.711711711711704,high pay gap,high pay gap,high pay gap,medium pay gap,15.578764142732812,39.425587467362924,11.14012184508268,11.14012184508268,17.84160139251523,4.873803307223673,medium proportion,high proportion,high proportion,high proportion,low proportion,medium proportion
42149,Montrond-les-Bains,82,42,379,59,38,29,11,127,51,54,Sud-Est,5061,20.689655172413794,24.230769230769234,13.88888888888889,13.157894736842104,11.965811965811953,high pay gap,medium pay gap,medium pay gap,medium pay gap,8.761329305135952,38.368580060422964,15.407854984894259,16.314199395770395,17.82477341389728,3.3232628398791544,low proportion,high proportion,high proportion,high proportion,medium proportion,low proportion
42165,Panissières,82,42,194,23,12,24,26,60,11,33,Sud-Est,2873,19.04761904761905,19.642857142857135,24.05063291139241,9.615384615384615,26.153846153846157,high pay gap,high pay gap,medium pay gap,high pay gap,13.559322033898304,33.89830508474576,6.214689265536723,18.64406779661017,12.994350282485875,14.689265536723164,low proportion,medium proportion,low proportion,low proportion,medium proportion,high proportion
42168,Pélussin,82,42,219,35,18,32,16,54,18,42,Sud-Est,3544,20.886075949367093,16.01423487544484,19.277108433734945,15.652173913043486,20.47244094488189,medium pay gap,high pay gap,medium pay gap,high pay gap,16.243654822335024,27.411167512690355,9.137055837563452,21.31979695431472,17.766497461928935,8.121827411167512,medium proportion,low proportion,high proportion,medium proportion,high proportion,high proportion
42170,Perreux,82,42,137,5,13,19,5,56,12,23,Sud-Est,2026,20.666666666666664,11.71875,18.181818181818183,12.499999999999988,5.5045871559633,medium pay gap,high pay gap,medium pay gap,low pay gap,15.833333333333332,46.666666666666664,10.0,19.166666666666668,4.166666666666666,4.166666666666666,medium proportion,high proportion,low proportion,medium proportion,medium proportion,low proportion
42177,Pouilly-sous-Charlieu,82,42,173,15,10,21,21,59,10,32,Sud-Est,2525,15.200000000000003,21.666666666666664,21.379310344827584,14.678899082568803,19.672131147540973,high pay gap,high pay gap,medium pay gap,high pay gap,13.291139240506327,37.34177215189873,6.329113924050633,20.253164556962027,9.49367088607595,13.291139240506327,low proportion,high proportion,low proportion,low proportion,medium proportion,high proportion
42182,Renaison,82,42,190,26,21,23,13,61,22,18,Sud-Est,2933,24.832214765100677,33.69175627240143,14.193548387096769,16.216216216216207,12.820512820512823,high pay gap,medium pay gap,medium pay gap,medium pay gap,14.11042944785276,37.423312883435585,13.496932515337424,11.042944785276074,15.950920245398773,7.975460122699387,low proportion,high proportion,medium proportion,high proportion,low proportion,high proportion
42183,La Ricamarie,82,42,374,33,18,35,38,126,26,84,Sud-Est,7860,11.206896551724128,11.004784688995201,10.218978102189771,17.924528301886795,5.769230769230766,medium pay gap,medium pay gap,high pay gap,low pay gap,10.23391812865497,36.84210526315789,7.602339181286549,24.561403508771928,9.649122807017543,11.11111111111111,low proportion,high proportion,low proportion,low proportion,high proportion,high proportion
42184,Riorges,82,42,506,55,43,78,53,142,53,62,Sud-Est,10515,20.000000000000004,29.007633587786252,14.569536423841056,15.887850467289713,12.931034482758621,high pay gap,medium pay gap,medium pay gap,medium pay gap,17.607223476297968,32.05417607223476,11.963882618510159,13.99548532731377,12.415349887133182,11.963882618510159,medium proportion,medium proportion,low proportion,high proportion,low proportion,high proportion
42186,Rive-de-Gier,82,42,774,131,86,81,33,264,59,104,Sud-Est,14414,16.153846153846153,9.859154929577471,14.285714285714285,19.298245614035096,9.174311926605503,medium pay gap,medium pay gap,high pay gap,medium pay gap,12.053571428571429,39.285714285714285,8.779761904761903,15.476190476190476,19.49404761904762,4.910714285714286,low proportion,high proportion,high proportion,medium proportion,medium proportion,medium proportion
42187,Roanne,82,42,3147,457,291,460,145,1195,329,232,Sud-Est,33804,12.396694214876034,20.346320346320358,9.629629629629635,14.563106796116504,5.825242718446615,high pay gap,medium pay gap,medium pay gap,low pay gap,16.323633782824697,42.40596167494677,11.674946770759403,8.232789212207239,16.217175301632363,5.145493257629524,medium proportion,high proportion,medium proportion,high proportion,low proportion,medium proportion
42189,Roche-la-Molière,82,42,510,66,41,61,63,119,49,83,Sud-Est,9738,13.432835820895528,14.410480349344967,9.655172413793107,11.607142857142847,0.0,medium pay gap,medium pay gap,medium pay gap,low pay gap,13.83219954648526,26.984126984126984,11.11111111111111,18.820861678004537,14.965986394557824,14.285714285714285,low proportion,low proportion,medium proportion,high proportion,medium proportion,high proportion
42207,Saint-Chamond,82,42,1832,277,133,262,129,567,162,259,Sud-Est,34308,15.909090909090907,19.409282700421933,9.859154929577455,18.01801801801802,7.476635514018683,high pay gap,medium pay gap,high pay gap,low pay gap,15.821256038647343,34.23913043478261,9.782608695652174,15.640096618357488,16.72705314009662,7.789855072463768,medium proportion,medium proportion,medium proportion,medium proportion,medium proportion,high proportion
42211,Saint-Cyprien,82,42,164,9,16,20,21,42,15,34,Sud-Est,2385,19.727891156462576,6.926406926406932,20.12578616352202,15.96638655462185,12.280701754385968,low pay gap,high pay gap,medium pay gap,medium pay gap,14.184397163120568,29.78723404255319,10.638297872340425,24.113475177304963,6.382978723404255,14.893617021276595,low proportion,medium proportion,low proportion,medium proportion,high proportion,high proportion
42222,Saint-Galmier,82,42,346,66,37,56,17,94,37,32,Sud-Est,5233,28.57142857142857,33.88157894736841,14.556962025316459,21.599999999999994,8.620689655172415,high pay gap,medium pay gap,high pay gap,low pay gap,18.543046357615893,31.125827814569533,12.251655629139073,10.596026490066226,21.85430463576159,5.629139072847682,medium proportion,medium proportion,high proportion,high proportion,low proportion,medium proportion
42223,Saint-Genest-Lerpt,82,42,296,49,15,62,15,70,28,49,Sud-Est,5906,24.99999999999999,21.863799283154115,25.142857142857146,18.260869565217387,6.249999999999994,high pay gap,high pay gap,high pay gap,low pay gap,22.71062271062271,25.64102564102564,10.256410256410255,17.94871794871795,17.94871794871795,5.4945054945054945,high proportion,low proportion,high proportion,medium proportion,medium proportion,medium proportion
42224,Saint-Genest-Malifaux,82,42,187,29,14,30,14,56,13,19,Sud-Est,2745,17.80821917808219,10.683760683760685,21.38364779874214,16.8141592920354,17.073170731707325,medium pay gap,high pay gap,medium pay gap,medium pay gap,18.633540372670808,34.78260869565217,8.074534161490684,11.801242236024844,18.012422360248447,8.695652173913043,medium proportion,medium proportion,high proportion,low proportion,low proportion,high proportion
42225,Genilac,82,42,147,20,14,20,8,37,11,32,Sud-Est,3716,19.205298013245038,13.79310344827586,11.688311688311693,23.33333333333334,17.460317460317455,medium pay gap,medium pay gap,high pay gap,high pay gap,15.625,28.90625,8.59375,25.0,15.625,6.25,medium proportion,low proportion,medium proportion,medium proportion,high proportion,medium proportion
42234,Saint-Héand,82,42,183,40,15,43,7,33,18,25,Sud-Est,3365,18.589743589743595,7.317073170731709,19.393939393939387,13.79310344827586,9.565217391304346,low pay gap,high pay gap,medium pay gap,medium pay gap,25.903614457831324,19.879518072289155,10.843373493975903,15.060240963855422,24.096385542168676,4.216867469879518,high proportion,low proportion,high proportion,high proportion,medium proportion,medium proportion
42237,Saint-Jean-Bonnefonds,82,42,312,42,19,65,30,72,25,41,Sud-Est,6585,23.17880794701987,16.38655462184875,24.571428571428573,17.391304347826086,10.434782608695645,medium pay gap,high pay gap,high pay gap,medium pay gap,23.636363636363637,26.181818181818183,9.090909090909092,14.909090909090908,15.272727272727273,10.909090909090908,high proportion,low proportion,medium proportion,medium proportion,medium proportion,high proportion
42256,Saint-Marcellin-en-Forez,82,42,216,23,20,30,12,65,18,38,Sud-Est,4484,18.18181818181819,15.319148936170219,15.686274509803924,17.499999999999996,12.173913043478263,medium pay gap,medium pay gap,high pay gap,medium pay gap,16.129032258064516,34.946236559139784,9.67741935483871,20.43010752688172,12.365591397849462,6.451612903225806,medium proportion,medium proportion,low proportion,medium proportion,high proportion,medium proportion
42259,Saint-Martin-la-Plaine,82,42,164,19,18,28,24,38,11,20,Sud-Est,3740,20.25316455696203,18.699186991869922,12.903225806451612,16.666666666666664,13.008130081300823,high pay gap,medium pay gap,medium pay gap,medium pay gap,20.0,27.142857142857142,7.857142857142857,14.285714285714285,13.571428571428571,17.142857142857142,high proportion,low proportion,low proportion,low proportion,low proportion,high proportion
42271,Saint-Paul-en-Jarez,82,42,213,28,17,32,12,71,17,32,Sud-Est,4368,19.178082191780817,17.1806167400881,22.289156626506028,21.551724137931036,3.703703703703707,high pay gap,high pay gap,high pay gap,low pay gap,16.666666666666664,36.97916666666667,8.854166666666668,16.666666666666664,14.583333333333334,6.25,medium proportion,high proportion,medium proportion,medium proportion,medium proportion,medium proportion
42275,Saint-Priest-en-Jarez,82,42,571,149,29,100,20,160,57,48,Sud-Est,5673,31.147540983606564,29.292929292929294,38.425925925925924,16.521739130434785,10.25641025641025,high pay gap,high pay gap,medium pay gap,medium pay gap,18.726591760299627,29.962546816479403,10.674157303370785,8.98876404494382,27.902621722846444,3.7453183520599254,medium proportion,medium proportion,high proportion,medium proportion,low proportion,low proportion
42279,Saint-Just-Saint-Rambert,82,42,866,124,68,147,58,207,99,141,Sud-Est,13588,24.85207100591716,25.179856115107913,21.764705882352935,15.126050420168072,12.396694214876034,high pay gap,high pay gap,medium pay gap,medium pay gap,18.943298969072163,26.675257731958762,12.757731958762886,18.170103092783503,15.979381443298967,7.474226804123711,medium proportion,low proportion,medium proportion,high proportion,medium proportion,high proportion
42285,Saint-Romain-le-Puy,82,42,222,28,19,21,17,59,19,47,Sud-Est,3812,23.239436619718305,11.739130434782606,23.456790123456784,20.491803278688526,8.256880733944957,medium pay gap,high pay gap,high pay gap,low pay gap,10.99476439790576,30.89005235602094,9.947643979057592,24.60732984293194,14.659685863874344,8.900523560209423,low proportion,medium proportion,medium proportion,medium proportion,high proportion,high proportion
42299,Savigneux,82,42,254,20,18,40,26,83,16,43,Sud-Est,3397,13.986013986013985,-16.95652173913043,10.204081632653061,23.966942148760335,8.928571428571429,negative pay gap,medium pay gap,high pay gap,medium pay gap,17.543859649122805,36.40350877192983,7.017543859649122,18.859649122807017,8.771929824561402,11.403508771929824,medium proportion,medium proportion,low proportion,low proportion,medium proportion,high proportion
42302,Sorbiers,82,42,407,44,17,57,54,115,35,70,Sud-Est,7933,18.987341772151897,15.1394422310757,11.842105263157888,14.406779661016959,10.655737704918025,medium pay gap,medium pay gap,medium pay gap,medium pay gap,15.2,30.666666666666664,9.333333333333334,18.666666666666668,11.733333333333333,14.399999999999999,medium proportion,medium proportion,low proportion,medium proportion,medium proportion,high proportion
42304,Sury-le-Comtal,82,42,326,38,29,42,26,78,14,87,Sud-Est,6016,17.910447761194032,14.82889733840305,14.96598639455782,15.517241379310336,15.517241379310336,medium pay gap,medium pay gap,medium pay gap,medium pay gap,14.736842105263156,27.368421052631582,4.912280701754386,30.526315789473685,13.333333333333334,9.12280701754386,medium proportion,low proportion,low proportion,low proportion,high proportion,high proportion
42305,La Talaudière,82,42,541,65,34,74,41,160,82,63,Sud-Est,5784,20.945945945945954,21.686746987951803,15.131578947368416,12.612612612612617,21.538461538461544,high pay gap,medium pay gap,medium pay gap,high pay gap,15.257731958762887,32.98969072164948,16.90721649484536,12.989690721649486,13.402061855670103,8.45360824742268,medium proportion,medium proportion,low proportion,high proportion,low proportion,high proportion
42316,Unieux,82,42,356,46,27,42,28,104,33,66,Sud-Est,8816,17.16417910447762,24.892703862660948,14.66666666666666,16.216216216216207,7.27272727272728,high pay gap,medium pay gap,medium pay gap,low pay gap,13.166144200626958,32.60188087774294,10.344827586206897,20.689655172413794,14.420062695924765,8.77742946708464,low proportion,medium proportion,medium proportion,medium proportion,high proportion,high proportion
42323,Veauche,82,42,522,68,37,58,44,130,67,84,Sud-Est,8723,22.875816993464053,23.577235772357724,17.088607594936715,19.672131147540973,11.764705882352944,high pay gap,medium pay gap,high pay gap,medium pay gap,12.86031042128603,28.824833702882486,14.855875831485587,18.625277161862527,15.077605321507761,9.75609756097561,low proportion,low proportion,medium proportion,high proportion,medium proportion,high proportion
42330,Villars,82,42,408,45,45,50,21,157,27,50,Sud-Est,8002,23.076923076923077,21.862348178137648,29.166666666666668,18.260869565217387,9.565217391304346,high pay gap,high pay gap,high pay gap,medium pay gap,14.285714285714285,44.857142857142854,7.7142857142857135,14.285714285714285,12.857142857142856,6.0,low proportion,high proportion,low proportion,low proportion,low proportion,medium proportion
42332,Villerest,82,42,194,25,18,35,9,55,13,33,Sud-Est,4603,21.476510067114102,18.487394957983202,21.95121951219511,18.58407079646019,17.599999999999994,high pay gap,high pay gap,high pay gap,high pay gap,20.588235294117645,32.35294117647059,7.647058823529412,19.411764705882355,14.705882352941178,5.294117647058823,high proportion,medium proportion,medium proportion,low proportion,medium proportion,medium proportion
43012,Aurec-sur-Loire,83,43,297,36,20,42,20,93,22,51,Centre,5906,19.858156028368786,21.008403361344538,11.805555555555562,17.948717948717945,14.529914529914526,high pay gap,medium pay gap,high pay gap,medium pay gap,15.909090909090908,35.22727272727273,8.333333333333332,19.318181818181817,13.636363636363635,7.575757575757576,medium proportion,medium proportion,low proportion,medium proportion,medium proportion,high proportion
43020,Bas-en-Basset,83,43,243,34,15,39,22,61,17,49,Centre,4175,17.51824817518247,24.03100775193798,20.779220779220786,11.607142857142847,9.00900900900901,high pay gap,high pay gap,medium pay gap,medium pay gap,17.56756756756757,27.47747747747748,7.657657657657657,22.07207207207207,15.315315315315313,9.90990990990991,medium proportion,low proportion,medium proportion,low proportion,high proportion,high proportion
43025,Beauzac,83,43,129,16,8,18,13,39,4,24,Centre,2717,15.789473684210536,27.755102040816332,19.46308724832215,4.424778761061947,13.157894736842104,high pay gap,high pay gap,low pay gap,medium pay gap,15.789473684210526,34.21052631578947,3.508771929824561,21.052631578947366,14.035087719298245,11.403508771929824,medium proportion,medium proportion,medium proportion,low proportion,high proportion,high proportion
43040,Brioude,83,43,672,105,53,86,34,254,74,61,Centre,6315,14.049586776859499,22.972972972972965,12.142857142857137,9.615384615384615,4.0000000000000036,high pay gap,medium pay gap,medium pay gap,low pay gap,14.006514657980457,41.36807817589577,12.052117263843648,9.93485342019544,17.100977198697066,5.537459283387622,low proportion,high proportion,medium proportion,high proportion,low proportion,medium proportion
43041,Brives-Charensac,83,43,386,46,26,39,15,167,34,49,Centre,3941,8.064516129032258,5.668016194331979,3.6764705882352944,15.38461538461538,9.821428571428568,low pay gap,low pay gap,medium pay gap,medium pay gap,11.142857142857142,47.714285714285715,9.714285714285714,14.000000000000002,13.142857142857142,4.285714285714286,low proportion,high proportion,low proportion,medium proportion,low proportion,medium proportion
43046,Chadrac,83,43,152,22,15,21,7,44,9,25,Centre,2487,7.8125,-9.829059829059833,17.93103448275862,20.18348623853212,1.9417475728155442,negative pay gap,high pay gap,high pay gap,low pay gap,16.40625,34.375,7.03125,19.53125,17.1875,5.46875,medium proportion,medium proportion,medium proportion,low proportion,medium proportion,medium proportion
43051,Le Chambon-sur-Lignon,83,43,255,38,19,26,11,94,21,43,Centre,2290,16.53543307086614,-7.391304347826084,13.571428571428573,12.745098039215677,13.513513513513514,negative pay gap,medium pay gap,medium pay gap,medium pay gap,11.158798283261802,40.343347639484975,9.012875536480687,18.4549356223176,16.30901287553648,4.721030042918455,low proportion,high proportion,medium proportion,medium proportion,medium proportion,medium proportion
43078,Coubon,83,43,113,19,7,13,7,23,7,33,Centre,2972,17.16417910447762,12.385321100917428,15.43624161073826,13.084112149532698,8.333333333333336,medium pay gap,medium pay gap,medium pay gap,low pay gap,12.745098039215685,22.54901960784314,6.862745098039216,32.35294117647059,18.627450980392158,6.862745098039216,low proportion,low proportion,high proportion,low proportion,high proportion,high proportion
43080,Craponne-sur-Arzon,83,43,237,36,14,18,14,88,22,39,Centre,1888,7.758620689655175,0.9345794392523332,10.218978102189771,5.8823529411764675,6.930693069306924,low pay gap,medium pay gap,low pay gap,low pay gap,8.294930875576037,40.55299539170507,10.138248847926267,17.972350230414747,16.589861751152075,6.451612903225806,low proportion,high proportion,medium proportion,medium proportion,medium proportion,medium proportion
43087,Dunières,83,43,210,25,15,21,32,47,21,38,Centre,2815,18.110236220472434,31.034482758620697,13.138686131386853,18.181818181818183,9.25925925925926,high pay gap,medium pay gap,high pay gap,medium pay gap,11.41304347826087,25.543478260869566,11.41304347826087,20.652173913043477,13.586956521739129,17.391304347826086,low proportion,low proportion,low proportion,high proportion,high proportion,high proportion
43089,Espaly-Saint-Marcel,83,43,153,20,9,10,11,43,13,40,Centre,3450,9.230769230769226,3.6144578313252955,11.805555555555562,6.603773584905653,15.384615384615378,low pay gap,medium pay gap,low pay gap,medium pay gap,7.2992700729927,31.386861313868614,9.48905109489051,29.1970802919708,14.5985401459854,8.02919708029197,low proportion,medium proportion,medium proportion,medium proportion,high proportion,high proportion
43112,Langeac,83,43,298,55,27,35,13,101,23,39,Centre,3489,12.068965517241383,-0.913242009132433,17.76315789473684,13.402061855670095,2.083333333333326,negative pay gap,high pay gap,medium pay gap,low pay gap,13.157894736842104,37.96992481203007,8.646616541353383,14.661654135338345,20.676691729323306,4.887218045112782,low proportion,high proportion,high proportion,medium proportion,medium proportion,medium proportion
43137,Monistrol-sur-Loire,83,43,644,94,57,81,51,226,56,69,Centre,8578,19.01408450704225,9.361702127659571,16.000000000000004,19.298245614035096,10.61946902654868,medium pay gap,medium pay gap,high pay gap,medium pay gap,14.038128249566725,39.168110918544194,9.705372616984402,11.95840554592721,16.291161178509533,8.838821490467938,low proportion,high proportion,medium proportion,medium proportion,low proportion,high proportion
43152,Polignac,83,43,130,16,4,17,2,39,12,37,Centre,2686,15.714285714285708,22.619047619047617,10.45751633986929,16.36363636363637,12.820512820512823,high pay gap,medium pay gap,medium pay gap,medium pay gap,13.821138211382115,31.70731707317073,9.75609756097561,30.081300813008134,13.008130081300814,1.6260162601626018,low proportion,medium proportion,low proportion,medium proportion,high proportion,low proportion
43157,Le Puy-en-Velay,83,43,1846,314,156,279,60,671,187,159,Centre,17578,12.799999999999997,19.148936170212767,7.4074074074074066,17.647058823529402,4.040404040404043,high pay gap,low pay gap,high pay gap,low pay gap,16.706586826347305,40.17964071856287,11.197604790419161,9.520958083832335,18.802395209580837,3.592814371257485,medium proportion,high proportion,high proportion,high proportion,low proportion,low proportion
43162,Retournac,83,43,166,19,13,21,11,47,17,30,Centre,2783,4.201680672268907,-5.154639175257732,11.428571428571425,3.738317757009333,5.607476635514016,negative pay gap,medium pay gap,low pay gap,low pay gap,14.482758620689657,32.41379310344827,11.724137931034482,20.689655172413794,13.10344827586207,7.586206896551724,medium proportion,medium proportion,low proportion,high proportion,high proportion,high proportion
43177,Saint-Didier-en-Velay,83,43,184,29,13,26,17,46,21,28,Centre,3323,18.045112781954888,24.54545454545454,12.83783783783784,15.04424778761063,12.173913043478263,high pay gap,medium pay gap,medium pay gap,medium pay gap,15.568862275449103,27.54491017964072,12.574850299401197,16.766467065868262,17.365269461077844,10.179640718562874,medium proportion,low proportion,medium proportion,high proportion,medium proportion,high proportion
43184,Saint-Ferréol-d'Auroure,83,43,107,10,6,16,3,31,8,30,Centre,2369,20.52980132450331,17.338709677419356,9.333333333333336,22.499999999999996,14.876033057851231,high pay gap,medium pay gap,high pay gap,medium pay gap,16.3265306122449,31.63265306122449,8.16326530612245,30.612244897959183,10.204081632653061,3.061224489795918,medium proportion,medium proportion,low proportion,low proportion,high proportion,low proportion
43185,Sainte-Florine,83,43,122,20,8,13,14,38,8,19,Centre,2973,13.821138211382122,23.529411764705895,13.194444444444448,11.711711711711704,12.389380530973455,high pay gap,medium pay gap,medium pay gap,medium pay gap,11.607142857142858,33.92857142857143,7.142857142857142,16.964285714285715,17.857142857142858,12.5,low proportion,medium proportion,high proportion,low proportion,medium proportion,high proportion
43190,Saint-Germain-Laprade,83,43,213,17,9,25,18,66,20,48,Centre,3440,18.248175182481752,20.746887966804977,21.60493827160494,16.513761467889914,7.407407407407414,high pay gap,high pay gap,medium pay gap,low pay gap,12.886597938144329,34.02061855670103,10.309278350515463,24.742268041237114,8.762886597938143,9.278350515463918,low proportion,medium proportion,low proportion,medium proportion,high proportion,high proportion
43205,Saint-Just-Malmont,83,43,207,21,17,25,30,49,21,33,Centre,4095,17.6923076923077,1.9323671497584474,18.493150684931503,14.545454545454541,7.339449541284409,low pay gap,high pay gap,medium pay gap,low pay gap,13.966480446927374,27.37430167597765,11.731843575418994,18.435754189944134,11.731843575418994,16.75977653631285,low proportion,low proportion,low proportion,high proportion,medium proportion,high proportion
43211,Saint-Maurice-de-Lignon,83,43,117,7,12,10,14,35,8,27,Centre,2441,19.696969696969695,30.991735537190085,18.66666666666667,10.909090909090903,8.411214953271015,high pay gap,high pay gap,medium pay gap,low pay gap,9.900990099009901,34.65346534653465,7.920792079207921,26.732673267326735,6.9306930693069315,13.861386138613863,low proportion,medium proportion,low proportion,low proportion,high proportion,high proportion
43213,Saint-Pal-de-Mons,83,43,133,20,7,8,26,29,15,24,Centre,2188,19.999999999999996,26.071428571428573,17.307692307692303,15.929203539823014,4.040404040404043,high pay gap,high pay gap,medium pay gap,low pay gap,6.557377049180328,23.770491803278688,12.295081967213115,19.672131147540984,16.39344262295082,21.311475409836063,low proportion,low proportion,medium proportion,high proportion,medium proportion,high proportion
43216,Saint-Paulien,83,43,215,24,15,21,14,50,13,73,Centre,2292,14.049586776859499,26.027397260273972,8.823529411764701,12.621359223300976,14.545454545454541,high pay gap,medium pay gap,medium pay gap,medium pay gap,10.76923076923077,25.64102564102564,6.666666666666667,37.43589743589744,12.307692307692308,7.179487179487179,low proportion,low proportion,low proportion,low proportion,high proportion,high proportion
43224,Sainte-Sigolène,83,43,366,35,25,35,58,100,40,63,Centre,5710,22.137404580152676,17.647058823529413,24.68354430379747,18.51851851851852,10.810810810810805,high pay gap,high pay gap,high pay gap,medium pay gap,10.574018126888216,30.211480362537763,12.084592145015106,19.033232628398792,10.574018126888216,17.522658610271904,low proportion,medium proportion,low proportion,high proportion,medium proportion,high proportion
43244,Tence,83,43,255,24,13,20,30,90,24,48,Centre,3040,15.000000000000005,21.610169491525426,8.088235294117645,13.59223300970874,8.910891089108915,high pay gap,low pay gap,medium pay gap,medium pay gap,8.47457627118644,38.13559322033898,10.16949152542373,20.33898305084746,10.16949152542373,12.711864406779661,low proportion,high proportion,low proportion,medium proportion,high proportion,high proportion
43251,Vals-près-le-Puy,83,43,175,18,19,33,6,53,21,16,Centre,3075,15.151515151515152,20.93023255813954,3.546099290780142,19.607843137254903,2.0618556701030855,high pay gap,low pay gap,high pay gap,low pay gap,22.448979591836736,36.054421768707485,14.285714285714285,10.884353741496598,12.244897959183673,4.081632653061225,high proportion,medium proportion,low proportion,high proportion,low proportion,low proportion
43268,Yssingeaux,83,43,593,81,38,74,38,213,48,82,Centre,6753,15.07936507936508,16.742081447963812,14.788732394366194,14.814814814814827,11.926605504587162,medium pay gap,medium pay gap,medium pay gap,medium pay gap,13.805970149253731,39.73880597014926,8.955223880597014,15.298507462686567,15.111940298507461,7.08955223880597,low proportion,high proportion,medium proportion,medium proportion,medium proportion,high proportion
